"tx_date","address","usd_spent","sol_spent","tx_state","entryPrice","token_amount_received","TP","first_TP_profit_in_usd","second_TP_profit_in_usd","first_TP_amount_token_sold","second_TP_amount_token_sold","currentPrice","PNL"
"2024-04-02T17:43:14.324Z","HESs64RB7dDeJKWZfwxLsxm4C6Fy9knwcwkvgtZgAJdp","0.5","0.0028","Completed","0.000004839801030692097","103310.032133387",,"","","","",0.0000019674980306086026,-59.34754304708992
"2024-04-02T13:08:35.620Z","4JY9tPfnJU9fUtEbhVEghbfbwDG5qwPKEYmYtyxA2vkP","1","0.0056","Completed","0.0000016364793141955435","611067.913493045",,"","","","",6.483871613244137e-7,-60.37914101938121
"2024-04-03T03:39:13.285Z","aMYwbHHWFJWCRQofBwTVyY9tjjEr29ZyGwaYCNfRY5g","0.4","0.0021","Completed","0.000014610152973821353","27378.221208",,"","","","",0.000005622293361544016,-61.51790216284451
"2024-04-02T12:46:03.952Z","AMf5SpSfoNkR3w7EDdkSrd4HcU9hG7ZFf9GJ9ERssBor","0.2","0.0011","Completed","0.000005172825235514566","38663.591150708",,"","","","",0.0000019511574788270004,-62.280622483993334
"2024-04-02T12:46:03.952Z","3YfHY5rcmc1oTtLUN4vDktXq5dHj5ZPk7oSGjpoeypmb","0.15","0.0008","Completed","0.00003661291896769458","4096.914538072",,"","","","",0.000013797046141083172,-62.316454054764115
"2024-04-02T12:46:03.952Z","GJ6WML2thTkj4zNSCwSQ8ZvtK4nNGCqZyvdVTYdD1gB7","0.2","0.0011","Completed","0.0000016413773693963644","121848.883583397",,"","","","",6.085416429075185e-7,-62.92494009885632
"2024-04-02T12:46:03.951Z","cVrJ1CeZRK2fRVZaCoA9XCvD6VyZkGEtGYMRRE9vfUp","0.2","0.0011","Completed","0.000002388643546085594","83729.529392425",,"","","","",8.573638028200092e-7,-64.10666613589039
"2024-04-02T12:46:03.952Z","DdFD53h3dfQCMWdNGp6eXp8DVtoCmd2CMCEEU775T6tr","0.2","0.001","Completed","0.0018378270026058825","108.824171",,"","","","",0.0006349552165234523,-65.45076246985491
"2024-04-02T12:46:03.952Z","9UZTVMnny78uPQooVbtekrmbBVFNCb3zsrRPYw8SvAxV","0.2","0.001","Completed","0.000028470211921965287","7024.886240685",,"","","","",0.000009755959567012666,-65.73274693650676
"2024-04-02T12:46:03.952Z","5iMLfvrKrkG4uRQbwaYvixUyDdAQv57sPw1uqDHZAUYa","0.2","0.001","Completed","0.0000059942757693070605","33365.164983579",,"","","","",0.000001970211135721937,-67.13179020207652
"2024-04-02T21:25:50.189Z","Fq1TPkjC5qY9zij2tMirj8VGRDEp4dyBtAKoHui82s1T","0.5","0.0027","Completed","0.000009674587560961677","51681.789724822",,"","","","",0.0000031321005801253317,-67.62548728419392
"2024-04-02T12:46:03.952Z","JDDU3fSgaGHezpT61dSLZkXtFLbRJNZGhmExusJkvp4V","0.2","0.001","Completed","0.0032800548018436077","60.974591",,"","","","",0.0010422828693123648,-68.22361416868605
"2024-04-03T02:49:40.207Z","HvdMAzUypWCYdWiKH2hu9utVxygf6Xfe3F2VhM3Fuh1X","0.4","0.0022","Completed","0.00011915011905130286","3357.109528592",,"","","","",0.00003450151136782317,-71.04366185906392
"2024-04-03T03:06:11.377Z","CmrHEVoXFEVPRwExJjus1r6Ror816pJTP968f39mRKnQ","0.4","0.0022","Completed","0.00000852796536728213","46904.505679",,"","","","",0.00000244669579821073,-71.30973575950983
"2024-04-02T19:35:06.592Z","4cn3gH263Pdgxxtq1FtLK1yV9vCKVrkjgk66kPAqESf6","0.5","0.0027","Completed","0.000005589110391568467","89459.675148711",,"","","","",0.0000014991066191497255,-73.17808176751662
"2024-04-02T12:46:03.952Z","F5azbpDtejDeG8HdYP2D4kUZjB1kcUeRJRRn2srRYfDs","0.15","0.0008","Completed","0.000002417001238649181","62060.373657",,"","","","",6.475629582182524e-7,-73.20800056436198
"2024-04-02T12:46:03.952Z","3cLPN7EaGW3biFCkffRfKYQaEsrSuHBBrFF5q9JE7zoP","0.15","0.0008","Completed","0.000006871691224854395","21828.687449963",,"","","","",0.0000018186400241131877,-73.53431688642671
"2024-04-02T12:46:03.952Z","3cLPN7EaGW3biFCkffRfKYQaEsrSuHBBrFF5q9JE7zoP","0.15","0.0008","Completed","0.000006871691224854395","21828.687449963",,"","","","",0.0000018186400241131877,-73.53431688642671
"2024-04-02T20:53:39.809Z","FTvuZJ13WRYt2msZCm5WKJuHcrX81N7KGAP2fuD4VLAU","0.5","0.0027","Completed","0.00960119976592275","52.076825",,"","","","",0.0025136096595059073,-73.81983792872026
"2024-04-02T12:46:03.952Z","F5yxfuxm8vHQmebbsQABjfUGNqgr2BWc9KpPdJe2XqVw","0.2","0.0011","Completed","0.000006652722091738772","30062.882116834",,"","","","",0.0000017264403942828547,-74.04911297246707
"2024-04-02T21:25:26.702Z","AxuyhWvWMAEtFegEPqGUyH1uBKn3UTKLQmC3uy1ctmCE","0.5","0.0027","Completed","0.000005868560457634758","85199.769791844",,"","","","",0.0000015223774196649304,-74.05875886164928
"2024-04-02T12:46:03.952Z","HvgwLF3zc8F6eEDcjzQmSD8zTQUaKK6QUSpYXRuTp3SM","0.2","0.0011","Completed","0.000008493210307634587","23548.22178608",,"","","","",0.00000217532357832716,-74.38749896053145
"2024-04-02T12:46:03.952Z","GnZbjppY7VNmVu4wNhuXPQyH6DQVoZEq2y4tNpzN3k7W","0.2","0.001","Completed","0.00003928889893441426","5090.496436",,"","","","",0.000009856618756027569,-74.91245867571544
"2024-04-02T12:46:03.952Z","GnZbjppY7VNmVu4wNhuXPQyH6DQVoZEq2y4tNpzN3k7W","0.2","0.001","Completed","0.00003928889893441426","5090.496436",,"","","","",0.000009856618756027569,-74.91245867571544
"2024-04-03T01:58:48.354Z","Am7QkZuK89J2AAZ6YrvMm13ktjvLTfTy1RpyZKWUCU8Y","0.4","0.0022","Completed","0.000009479770363200867","42195.114931554",,"","","","",0.000002377817285030257,-74.91693159297816
"2024-04-03T11:13:36.830Z","EJcPRUTv3cpcavNpzzVcPbziTQX4pEKGSgRazq1fSUCs","5","0.0267","Completed","0.006783056251612816","737.130847",,"","","","",0.0016510725768311303,-75.65886945963992
"2024-04-02T12:46:03.952Z","GVjkAL87C5ehCaKEKoxN7mxVQWv3sV1Ymwm4DeNWqg6u","0.2","0.001","Completed","0.000007360474521903023","27172.161170431",,"","","","",0.000001780295387464345,-75.81276340042196
"2024-04-03T01:50:16.491Z","BJMaC8GEem3hNMvyim5JxYXRxCNPVAM7XDwdoWdeLxt1","0.4","0.0022","Completed","0.000007846226369608802","50979.92094",,"","","","",0.0000018778008577886562,-76.06746518221753
"2024-04-03T01:48:21.022Z","7DhCbphYN5JdLzKbE3cgydKR1uEcWip7gNVcCG4ZfUNy","0.4","0.0022","Completed","0.0000073143547390853445","54686.98391979",,"","","","",0.0000015948735719829003,-78.19529365371828
"2024-04-02T12:46:03.952Z","9KrJTXyHYfupdKpHVLPvdkcf4oihyrkxfuJrq9Lp33yZ","0.2","0.0011","Completed","0.000004597614853943687","43500.81647845",,"","","","",9.768764276873508e-7,-78.75253889852436
"2024-04-02T21:46:26.558Z","Fjik736ysnTgzxxg2Jut4f4zRbwPZ77XtAs5WYoq1Xiw","0.4","0.0022","Completed","0.009365557838410461","42.709682317",,"","","","",0.0019168778948124075,-79.53268851802059
"2024-04-03T00:42:59.327Z","6o5UjMi2Pa51uD6QTcMzCRzgucJD9oG2LQs5aygAFqgP","0.4","0.0022","Completed","0.000015944523945158827","25086.982927543",,"","","","",0.0000030837304423236067,-80.65962676007076
"2024-04-02T19:57:19.903Z","E5YMnPXEx6ZWhVoM8KRsPNS4hu9hiSPnDPUPw5fFmyri","0.5","0.0027","Completed","0.000015914327677884776","31418.229542604",,"","","","",0.000002772639951325338,-82.57771231405323
"2024-04-03T03:14:01.970Z","BrKeyH3oQ2a2p16NtwasrqJHinm5h87zvT3dHjKvkbGq","0.4","0.0021","Completed","0.000015334297903724742","26085.315578931",,"","","","",0.000002477305706116836,-83.84467471761397
"2024-04-03T03:48:03.437Z","AG6eNQAroYwom6p8QWsTSydikKrDUSyMmrQjHRfXF2eh","0.4","0.0021","Completed","0.000007784130500838409","51386.599949335",,"","","","",0.0000012526948243302378,-83.9070680508849
"2024-04-02T19:34:54.603Z","A3BAoDujAXUDZj4F8TwuDAeEcS448d4pUXQ823s7bdig","0.5","0.0027","Completed","0.0000029231137303733756","171050.477716491",,"","","","",4.5326508149467945e-7,-84.49375825562618
"2024-04-02T12:46:03.952Z","AUazeXrTVb4EYPfv6pfbEdLSVb1Yi8PXqBEXhQ6JHZVT","0.2","0.001","Completed","5.85763756668897e-9","34143457.6180257",,"","","","",8.495018877707255e-10,-85.49753414923372
"2024-04-02T12:46:03.952Z","76yeAkCDrZAjon6AfXxccpEFjym92V88HSVa6GLpfLS7","0.15","0.0008","Completed","0.000018235505687390536","8225.711015172",,"","","","",0.0000024525028778622456,-86.55094670855166
"2024-04-02T12:46:03.952Z","4SURGeKEBwMDbuwT5dAPbwqLWJTxWBs9dpZVUZQVovSG","0.2","0.001","Completed","0.00004478073980953986","4466.205803",,"","","","",0.000005852520236072059,-86.93072007974003
"2024-04-02T15:05:07.127Z","HMhsPSGQgnAbp6ufVbMmkbeGQhbKMwGw4HdCrgRf8xZa","1","0.0055","Completed","0.0000073847438632400425","135414.310708571",,"","","","",8.42847725661917e-7,-88.58663561972048
"2024-04-02T12:46:03.952Z","ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.24827092171733317","0.604178689",,"","","","",0.028188773159605444,-88.64596265860747
"2024-04-02T12:46:03.952Z","ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.24827092171733317","0.604178689",,"","","","",0.028188773159605444,-88.64596265860747
"2024-04-02T12:46:03.952Z","ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.24827092171733317","0.604178689",,"","","","",0.028188773159605444,-88.64596265860747
"2024-04-02T12:46:03.952Z","BtK1ucevx5ADXqrvB2x3PSiLCFfZxjgM4FKR4hZgWriL","0.2","0.001","Completed","0.000010296461756061216","19424.14828883",,"","","","",0.0000011589280151856566,-88.74440518847719
"2024-04-03T03:15:22.718Z","BbYEeF55ffR663NpiQsBfdCcU3rSuZniqkLhoUZ3NUDv","0.4","0.0021","Completed","0.0001599427659882998","2500.894601443",,"","","","",0.00001775700669898126,-88.89789945218264
"2024-04-03T10:24:51.660Z","6BkQDr2MRu53ALt9YZ5ecDQToLh2uQCDJTQ2sFBAkbrj","5","0.0266","Completed","0.00014627974958325517","34181.081210795",,"","","","",0.000015113353014733635,-89.66818506471952
"2024-04-02T19:13:47.350Z","D1ndXMazENBURFEivBh3bGyFNBuJorxNb5o5D3AXZTFn","0.5","0.0027","Completed","0.000014557807553159026","34345.831140727",,"","","","",0.0000013292010474045612,-90.86949705475308
"2024-04-02T12:46:03.952Z","FZ4sqpKXSXMJPED8hVik2tZbm8NhnFRzRuTYCyUYVzi8","0.15","0.0008","Completed","0.00008327938591872802","1801.166019",,"","","","",0.000007200469016515266,-91.35383992439357
"2024-04-03T01:51:37.296Z","4snR4YJmW84Nho76VwDddJ8qARF7nX9WmzHEVHAuebzu","0.4","0.0022","Completed","0.000014575565868074583","27443.188389422",,"","","","",0.00000124401735595318,-91.46504933521655
"2024-04-02T12:46:03.952Z","ENH72DAogvZhQJStSLikKha8o1yYtCTTcGwn8zJphXKv","0.2","0.001","Completed","0.00001729007290845013","11567.331211325",,"","","","",0.0000013722663511779864,-92.06327030288391
"2024-04-03T02:14:28.334Z","44wkvWzfbKX3nmvEQM72GEmBseDnHBfkdMho98FP8yED","0.4","0.0022","Completed","0.000010659772671302799","37524.252377055",,"","","","",8.416869501625445e-7,-92.10408161490675
"2024-04-02T12:46:03.952Z","2AGhpsnK3Re2dWVPVwiL795FTqFbAvoXvwztm26wNM2t","0.15","0.0008","Completed","0.00003217629770705709","4661.816638",,"","","","",0.000002247431381310914,-93.0152579958943
"2024-04-02T13:09:51.222Z","GxQwNcww5rBuzwvPqCLEw3YtAB1ibdr4Ci3Yohokv3JB","1","0.0056","Completed","0.000026521930206815003","37704.646388936",,"","","","",0.0000017846673748356175,-93.27097477099524
"2024-04-02T23:20:58.246Z","ANSEMg2hVLba975YVaArzbcyzYSBDRE22mRqPKDx6NJH","0.4","0.0022","Completed","0.000020055096097356354","19945.055264668",,"","","","",0.0000012873526664463868,-93.58091998065228
"2024-04-03T09:55:30.238Z","Hdg1QnEyYeByBiH3YTumKvMM1MbQPyH3wiryGF7o94tn","10","0.0527","Completed","0.00008135637789359472","122915.993299",,"","","","",0.0000045989774437849945,-94.34712119337472
"2024-04-02T13:27:01.675Z","5QMLt3gtWumqjouEnP3ud1KRTR87mAoxv42tBcECxmk","1","0.0056","Completed","0.00007859196005576833","12723.947835",,"","","","",0.0000042682820251611825,-94.5690602166781
"2024-04-02T12:46:03.952Z","ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.54847724142684","0.273484456",,"","","","",0.028188773159605444,-94.86053913809194
"2024-04-02T12:46:03.952Z","ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.54847724142684","0.273484456",,"","","","",0.028188773159605444,-94.86053913809194
"2024-04-02T19:31:10.447Z","71kEiFsbRyHrGBrd4ZqjS2o53GAURpRNeqsNx5tSV2XG","0.5","0.0027","Completed","0.00001740518304827232","28727.075068",,"","","","",7.707033877928406e-7,-95.57198918474263
"2024-04-02T12:46:03.952Z","D5NavYndNHzSnnYgmd8XUiBZeM3KRGL5ohgy6acpLT4N","0.15","0.0008","Completed","0.000025278670487646694","5933.856374025",,"","","","",0.000001079748022996033,-95.72862020760273
"2024-04-02T14:57:14.515Z","NYX8fSzsDh1ddDzRLYfLrAXFWWMMBYYQPXZtXR5putw","1","0.0055","Completed","0.00036706083163717275","2724.34407",,"","","","",0.000009397370917823084,-97.43983282664382
"2024-04-03T11:30:53.083Z","3MnUN1BzwGM2bXvM2qvyHi1Eycr21dVHb84ni4J7BjTq","5","0.0265","Completed","0.0000720284873256069","69416.979109909",,"","","","",0.0000014858418767917377,-97.9371469095624
"2024-04-02T12:46:03.952Z","2h8Bx4GW16nRjPBoxqKm3L39rw99JaenNTA7EomSidGZ","0.15","0.0008","Completed","0.004057747215423893","36.966324425",,"","","","",0.00008129141793992992,-97.99663671430953
"2024-04-02T12:46:03.952Z","3448Ax67poypKesN8cVZE4Pm8v1ZDHf76tPpB4ePpk11","0.15","0.0008","Completed","0.00006486230384791455","2312.591306527",,"","","","",9.97341071018271e-7,-98.4623718063472
