"address","usd_spent","sol_spent","tx_state","entryPrice","token_amount_received","TP","first_TP_profit_in_usd","second_TP_profit_in_usd","first_TP_amount_token_sold","second_TP_amount_token_sold","currentPrice","PNL"
"93A3nR1De5T4gDHpVrS2c4hHwH1cTYvi3hRghJrQaFPj","0.2","0.0011","Completed","0.000003912019862232811","51124.484804085","","","","","","0.0000027987182404432143","-28.4584859227727"
"AUazeXrTVb4EYPfv6pfbEdLSVb1Yi8PXqBEXhQ6JHZVT","0.2","0.001","Completed","5.85763756668897e-9","34143457.6180257","","","","","","1.1285004713992798e-9","-80.73454599142833"
"4SURGeKEBwMDbuwT5dAPbwqLWJTxWBs9dpZVUZQVovSG","0.2","0.001","Completed","0.00004478073980953986","4466.205803","","","","","","0.000007910254283517854","-82.33558820787349"
"DogsXoKZ9yr3coqUUT6AmqWVNYywT16uRoL9cJ5sviwW","0.2","0.001","Completed","0.0000074965820248840554","26678.825008","","","","","","0.0000054682650898095845","-27.056556285807353"
"JDDU3fSgaGHezpT61dSLZkXtFLbRJNZGhmExusJkvp4V","0.2","0.001","Completed","0.0032800548018436077","60.974591","","","","","","0.0012130802794013836","-63.01646305666746"
"GnZbjppY7VNmVu4wNhuXPQyH6DQVoZEq2y4tNpzN3k7W","0.2","0.001","Completed","0.00003928889893441426","5090.496436","","","","","","0.000014622150995366875","-62.78299623571553"
"GnZbjppY7VNmVu4wNhuXPQyH6DQVoZEq2y4tNpzN3k7W","0.2","0.001","Completed","0.00003928889893441426","5090.496436","","","","","","0.000014622150995366875","-62.78299623571553"
"BtK1ucevx5ADXqrvB2x3PSiLCFfZxjgM4FKR4hZgWriL","0.2","0.001","Completed","0.000010296461756061216","19424.14828883","","","","","","0.0000014108914321902876","-86.29731780084805"
"9UZTVMnny78uPQooVbtekrmbBVFNCb3zsrRPYw8SvAxV","0.2","0.001","Completed","0.000028470211921965287","7024.886240685","","","","","","0.000023079711198545467","-18.933827181177218"
"FjhvCzEYkENYAY3QTjRjMCMK2hGpivqn8A2rruiLnPiE","0.2","0.001","Completed","0.000005979821424398542","33445.81481714","","","","","","0.0000034000201384546907","-43.14177803734885"
"2LVx2ke2ME5fjs6JjB9onFJwmM6JbvZyGD9meSGmKqj6","0.2","0.001","Completed","0.000003386255517563677","59062.288407549","","","","","","0.000001920739227610542","-43.278372891586635"
"BGRW5qxa9uD7ELLmVHcLZyqg3nV7dFdbEDTZxijhEH5o","0.2","0.001","Completed","0.000004434036489640475","45105.627900734","","","","","","0.0000037818445332495046","-14.70876385241141"
"5iMLfvrKrkG4uRQbwaYvixUyDdAQv57sPw1uqDHZAUYa","0.2","0.001","Completed","0.0000059942757693070605","33365.164983579","","","","","","0.0000029493726865062084","-50.79684685832937"
"GVjkAL87C5ehCaKEKoxN7mxVQWv3sV1Ymwm4DeNWqg6u","0.2","0.001","Completed","0.000007360474521903023","27172.161170431","","","","","","0.0000018499662313146178","-74.86620970143218"
"ENH72DAogvZhQJStSLikKha8o1yYtCTTcGwn8zJphXKv","0.2","0.001","Completed","0.00001729007290845013","11567.331211325","","","","","","0.0000017240800072313467","-90.02849776076572"
"DdFD53h3dfQCMWdNGp6eXp8DVtoCmd2CMCEEU775T6tr","0.2","0.001","Completed","0.0018378270026058825","108.824171","","","","","","0.0012611687060036913","-31.377180539002786"
"J6Qdkb6a7EVjDq3qbBEVNHwMWHqhT1j65bc12jz2h8sf","0.2","0.001","Completed","0.0000016705503494808976","119721.024907838","","","","","","0.000001432592262863129","-14.244293007493669"
"7WpbiMW9jjGLNHr8tonFZViF6RdbbpH2Bdas3zDqGP1s","0.15","0.0008","Completed","0.0000036784874904843836","40777.629498","","","","","","0.000004184430430872679","13.754102513521746"
"37nQ5eaQsJSPWw6JAdsCSqxFQJmc1Pa4mQzQeiEmLyNt","0.15","0.0008","Completed","0.0000067127716594675776","22345.464378852","","","","","","0.000004796737650264616","-28.54311313420918"
"9Zhvjcce3kHbYQGojybM9GbtE76rvoMJM36egCcmPs2s","0.15","0.0008","Completed","0.00002019268340426703","7428.433210036","","","","","","0.000019833660118628167","-1.77798699881065"
"3cLPN7EaGW3biFCkffRfKYQaEsrSuHBBrFF5q9JE7zoP","0.15","0.0008","Completed","0.000006871691224854395","21828.687449963","","","","","","0.0000027927000050595365","-59.35934963203019"
"3cLPN7EaGW3biFCkffRfKYQaEsrSuHBBrFF5q9JE7zoP","0.15","0.0008","Completed","0.000006871691224854395","21828.687449963","","","","","","0.0000027927000050595365","-59.35934963203019"
"F5azbpDtejDeG8HdYP2D4kUZjB1kcUeRJRRn2srRYfDs","0.15","0.0008","Completed","0.000002417001238649181","62060.373657","","","","","","0.0000011795107810336068","-51.1994134643963"
"3448Ax67poypKesN8cVZE4Pm8v1ZDHf76tPpB4ePpk11","0.15","0.0008","Completed","0.00006486230384791455","2312.591306527","","","","","","0.000016147332260061945","-75.10521319451851"
"E4C5tMshPTuAWtvv3u8N6V2Vg26Y85boXvSVkL1CpCWy","0.15","0.0008","Completed","0.0000018972851656428467","79060.33458559","","","","","","0.0000013133385944986991","-30.778007529842892"
"2AGhpsnK3Re2dWVPVwiL795FTqFbAvoXvwztm26wNM2t","0.15","0.0008","Completed","0.00003217629770705709","4661.816638","","","","","","0.000008674657803109463","-73.04022394967184"
"76yeAkCDrZAjon6AfXxccpEFjym92V88HSVa6GLpfLS7","0.15","0.0008","Completed","0.000018235505687390536","8225.711015172","","","","","","0.000003460275553614953","-81.02451550873272"
"FZ4sqpKXSXMJPED8hVik2tZbm8NhnFRzRuTYCyUYVzi8","0.15","0.0008","Completed","0.00008327938591872802","1801.166019","","","","","","0.00004306425842753819","-48.289414057922556"
"59uj77cKG6o5gwK7uYhQbz6LPS57S2TFUNc8srkGsuVw","0.15","0.0008","Completed","6.077767055452748e-8","2468011.666643682","2","","","","","1.510424678267473e-8","-75.14836181632899"
"3YfHY5rcmc1oTtLUN4vDktXq5dHj5ZPk7oSGjpoeypmb","0.15","0.0008","Completed","0.00003661291896769458","4096.914538072","","","","","","0.000029482853642724033","-19.474178858183258"
"ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.54847724142684","0.273484456","","","","","","0.34696537630960056","-36.74024187275573"
"ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.54847724142684","0.273484456","","","","","","0.34696537630960056","-36.74024187275573"
"ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.24827092171733317","0.604178689","","","","","","0.34696537630960056","39.75272412475076"
"ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.24827092171733317","0.604178689","","","","","","0.34696537630960056","39.75272412475076"
"ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo","0.15","0.0008","Completed","0.24827092171733317","0.604178689","","","","","","0.34696537630960056","39.75272412475076"
"D5NavYndNHzSnnYgmd8XUiBZeM3KRGL5ohgy6acpLT4N","0.15","0.0008","Completed","0.000025278670487646694","5933.856374025","","","","","","0.0000034264766470718197","-86.44518647155004"
"2h8Bx4GW16nRjPBoxqKm3L39rw99JaenNTA7EomSidGZ","0.15","0.0008","Completed","0.004057747215423893","36.966324425","","","","","","0.0003641391195721282","-91.0260767800419"
"33chzPspABnU2s9HtqnmuaitZHRptxm78aJSycwnccB3","0.15","0.0008","Completed","0.00006493994203797737","2309.826514971","","","","","","0.000056953666779759385","-12.29794023152584"
